model_name,collection_name,category_name,child_name,property_name,date_string,value,unit_name,interval_id,period_value,Country
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,GR01Z2DR,Production,2050,146.21767680272902,GWh,1,1,GR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,GR03Z2DR,Production,2050,2077.915041069903,GWh,1,1,GR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,HR01Z2DR,Production,2050,319.78061547469105,GWh,1,1,HR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,HR02Z2DR,Production,2050,514.7739644321817,GWh,1,1,HR
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,HU01Z2DR,Production,2050,297.25134344891296,GWh,1,1,HU
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,HU02Z2DR,Production,2050,595.6415195523797,GWh,1,1,HU
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,HU03Z2DR,Production,2050,274.535886942128,GWh,1,1,HU
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ITN1Z2DR,Production,2050,584.1015555748239,GWh,1,1,IT
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,LT00Z2DR,Production,2050,166.95050796116703,GWh,1,1,LT
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,LV00Z2DR,Production,2050,370.67724075382,GWh,1,1,LV
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,ME00Z2DR,Production,2050,687.9305217869418,GWh,1,1,ME
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,MT00Z2DR,Production,2050,520.6843063401915,GWh,1,1,MT
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,NL01Z2DR,Production,2050,210.63491354965507,GWh,1,1,NL
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,NL02Z2DR,Production,2050,459.8352542602282,GWh,1,1,NL
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,NL04Z2DR,Production,2050,393.41569744749313,GWh,1,1,NL
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,PL01Z2DR,Production,2050,2671.08580136902,GWh,1,1,PL
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,PL02Z2DR,Production,2050,1059.4358411031499,GWh,1,1,PL
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,PL04Z2DR,Production,2050,2614.321953340298,GWh,1,1,PL
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,PL05Z2DR,Production,2050,3338.3126911861573,GWh,1,1,PL
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,RO01Z2DR,Production,2050,223.85551739612606,GWh,1,1,RO
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,RO02Z2DR,Production,2050,255.82770616192298,GWh,1,1,RO
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,RO03Z2DR,Production,2050,683.8650499393863,GWh,1,1,RO
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,SE02Z2DR,Production,2050,375.71177243454395,GWh,1,1,SE
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,SI00Z2DR,Production,2050,137.382855954246,GWh,1,1,SI
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,SK00Z2DR,Production,2050,452.4248301323728,GWh,1,1,SK
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,UA01Z2DR,Production,2050,486.63086579236494,GWh,1,1,UA
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,UK01Z2DR,Production,2050,1490.2233859579649,GWh,1,1,UK
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,UK02Z2DR,Production,2050,811.3453505210832,GWh,1,1,UK
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,UK03Z2DR,Production,2050,1583.4102952905998,GWh,1,1,UK
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,UK04Z2DR,Production,2050,851.2765850173826,GWh,1,1,UK
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,UK05Z2DR,Production,2050,2001.0297451927981,GWh,1,1,UK
TJ Dispatch_Future_Nuclear+,Electrolyser,Zone 2 Dedicated RES,UKNIZ2DR,Production,2050,820.4538711918503,GWh,1,1,UK
TJ Dispatch_Future_Nuclear+,Gas Plant,SMR,ES02 SMR,Production,2050,5.931921182633321,MW,1,1,ES
TJ Dispatch_Future_Nuclear+,Gas Plant,SMR,FR03 SMR,Production,2050,56.855313584855296,MW,1,1,FR
TJ Dispatch_Future_Nuclear+,Gas Plant,SMR,FR06 SMR,Production,2050,12.44575563955337,MW,1,1,FR
TJ Dispatch_Future_Nuclear+,Gas Plant,SMR,HU01 SMR,Production,2050,8.22647971774875,MW,1,1,HU
TJ Dispatch_Future_Nuclear+,Gas Plant,Methane Pyrolysis,BE01 Pyrolysis,Production,2050,-4.3904672222222223e-10,MW,1,1,BE
TJ Dispatch_Future_Nuclear+,Gas Plant,Methane Pyrolysis,DE01 Pyrolysis,Production,2050,-4.922878888888889e-10,MW,1,1,DE
TJ Dispatch_Future_Nuclear+,Gas Plant,Methane Pyrolysis,FI02 Pyrolysis,Production,2050,1.466061111111111e-11,MW,1,1,FI
TJ Dispatch_Future_Nuclear+,Gas Plant,Methane Pyrolysis,NOS2 Pyrolysis,Production,2050,8.163645555555555e-10,MW,1,1,NO
TJ Dispatch_Future_Nuclear+,Gas Plant,Methane Pyrolysis,PL01 Pyrolysis,Production,2050,-7.330305555555557e-11,MW,1,1,PL
TJ Dispatch_Future_Nuclear+,Gas Plant,Methane Pyrolysis,UK01 Pyrolysis,Production,2050,29.29521288287832,MW,1,1,UK
TJ Dispatch_Future_Nuclear+,Gas Field,White Hydrogen,FR05Z2MK White H2,Production,2050,84.93333333333332,GWh,1,1,FR
